name,priority,dec_j2000,ra_j2000,v_mag,t0_bjd_tdb,t0_unc,period_days,period_unc,min_telescope_inches,depth_r_mmag,duration_hours,rp_over_rs,sma_over_rs,inclination,eccentricity,periastron
TOI-776b,high,-37:33:09.836,11:54:18.3919,11.536,2458785.82769,0.00078,8.24663,1.9e-05,45.01,1.2151339409003037,2.43,0.0316,27.87,89.65,0.06,293.0
TOI-776c,high,-37:33:09.836,11:54:18.3919,11.536,2459026.89405,0.00088,15.66534,3.8e-05,37.16,1.408450704225352,2.99,0.0344,39.4,89.51,0.04,349.0
TOI-778b,high,-15:16:24.934,13:17:20.1889,9.11,2458578.7161,0.0001,4.633611,1e-06,5.0,7.40127036730185,3.73,0.0825,7.6,84.7,0.21,28.0
TOI-824b,high,-57:35:17.557,14:48:39.8123,11.31,2458983.66859,0.00031,1.392975,1.3e-06,38.15,1.5097118659670439,1.15,0.0387,6.73,83.65,0.0,0.0
TOI-833b,high,-62:28:34.425,09:42:35.2651,11.724,2458597.256,0.001,1.0418777,3.24e-05,150.4,0.45107244775844607,1.27,0.0194,6.12,87.09652028036982,0.0,0.0
TOI-836b,high,-24:27:14.693,15:00:19.3983,9.937,2458599.9953,0.0019,3.81673,1e-05,71.34,0.6259780907668232,1.76,0.0235,13.831908551565094,87.57,0.053,9.0
TOI-836c,high,-24:27:14.693,15:00:19.3983,9.937,2458599.7623,0.0008,8.59545,1e-05,27.27,1.4820951854920372,2.67,0.0357,22.643361822752375,88.7,0.078,332.0
TOI-837b,medium,-64:30:18.933,10:28:08.9905,10.64,2459023.81863,0.00058,8.324917,1.3e-05,9.86,4.658013440117831,1.99,0.08,17.26,86.89,0.0,0.0
TOI-892b,high,-11:14:07.316,05:46:57.1748,11.43,2459134.53983,0.00038,10.626628,1.6e-05,6.63,7.198748043818466,5.62,0.079,14.2,88.2,0.0,0.0
TOI-905b,low,-71:21:41.236,15:10:38.1656,11.08,2459185.54646,0.00011,3.7395671,1.3e-06,5.0,16.109730277087362,2.01,0.1311,11.0,85.68,0.024,39.0
TOI-913b,high,-80:48:13.628,15:38:17.6173,10.45,2458625.2133,0.0024,11.098644,0.000587,34.75,1.132283899475283,3.33,0.0306,24.352,89.1,0.0,0.0
TOI-942b,alert,-20:14:44.143,05:06:35.8911,11.963,2458441.579,0.0021,4.32421,1.9e-05,24.9,2.3750345208505936,3.41,0.04322,10.12,89.97,0.0,0.0
TOI-942c,alert,-20:14:44.143,05:06:35.8911,11.963,2458447.0563,0.0019,10.156272,3.7e-05,16.52,3.4152628187425202,4.53,0.05202,17.88,89.54,0.0,0.0
TOI-954b,high,-25:12:31.231,04:07:45.8606,10.38,2458411.90651,0.00084,3.6849729,2.7e-06,17.17,2.338212280217251,5.05,0.0462,5.5,84.4,0.14,276.0
TOI-969b,medium,+02:05:56.124,07:40:32.8397,11.65,2459248.37709,0.00036,1.8237305,2e-06,35.05,1.712234189450428,1.52,0.03788139384975162,8.47,86.75,0.0,0.0
TOI-1064c,high,-47:33:41.746,19:44:00.9498,10.95,2459043.51289,0.00069,12.226574,4.6e-05,45.92,1.1138727791586118,2.18,0.03347,29.192851302250723,88.455,0.088,25.0
TOI-1107b,high,-82:13:07.977,10:22:25.8181,10.55,2459385.0123,0.0002,4.0782387,2.4e-06,5.91,6.572769953051643,4.92,0.07379,6.598406872778844,88.63,0.025,71.97
TOI-1130b,alert,-41:26:15.082,19:05:30.2235,11.59,2458866.5752,0.0013,4.079539,2.6e-05,17.95,2.8905458897173895,1.89,0.0486,13.4,87.98,0.22,51.8
TOI-1130c,alert,-41:26:15.082,19:05:30.2235,11.59,2458841.6013,0.00013,8.3498494,6e-06,5.0,15.133940900303784,1.97,0.218,22.21,87.43,0.047,332.0
TOI-1136b,high,+64:51:19.147,12:48:44.3726,9.53,2458684.2689,0.0128,4.17278,0.00024,111.36,0.3406057258584185,2.08,0.018,11.29,86.44,0.031,45.0
TOI-1136c,high,+64:51:19.147,12:48:44.3726,9.53,2458688.7211,0.0036,6.25725,0.00017,37.36,0.9021448955168921,3.65,0.02725,14.8,89.42,0.117,247.0
TOI-1136d,high,+64:51:19.147,12:48:44.3726,9.53,2458686.0671,0.0012,12.51937,0.00037,14.32,2.310595599742244,4.08,0.04379,23.5,89.41,0.016,118.0
TOI-1136e,high,+64:51:19.147,12:48:44.3726,9.53,2458697.7758,0.0022,18.7992,0.0017,43.99,0.7364448126668508,4.65,0.02497,30.81,89.31,0.057,294.0
TOI-1136f,high,+64:51:19.147,12:48:44.3726,9.53,2458699.3854,0.0018,26.3162,0.0017,20.42,1.5741507870753935,4.92,0.03671,38.56,89.38,0.012,140.0
TOI-1181b,low,+64:21:15.661,19:48:51.8094,10.58,2458684.4058,0.0017,2.103195,1.2e-05,5.77,7.060664641443432,4.09,0.0764,4.19,87.0,0.0,0.0
TOI-1201b,high,-14:32:14.943,02:48:59.2728,12.26,2458822.84776,0.00037,2.4919726,2.4e-06,43.24,2.2829789192672374,1.5,0.04383,12.23,88.11,0.0,0.0
TOI-1231b,medium,-52:28:09.945,10:26:59.4934,12.302,2458685.1163,0.00048,24.245586,6.4e-05,10.77,5.974408542759827,3.27,0.0701,58.1,89.73,0.087,176.0
TOI-1246b,high,+70:25:46.701,16:44:27.9563,11.858,2458686.5658,0.001,4.30744,2e-05,59.38,1.1138727791586118,2.23,0.031,13.4,87.9,0.0,0.0
TOI-1246d,high,+70:25:46.701,16:44:27.9563,11.858,2458688.9653,0.009,18.6559,0.00048,37.24,1.583356347233729,3.95,0.036,35.7,89.5,0.0,0.0
TOI-1259Ab,low,+79:15:21.760,18:48:24.0713,12.144,2458996.240605,3.9e-05,3.4779791,5.6e-07,5.43,28.215041885298717,2.48,0.14762,12.314,89.7,0.0,0.0
TOI-1260b,high,+65:51:16.381,10:28:35.0250,11.973,2459065.564269,0.000396,3.127463,5e-06,48.01,1.3716284635920095,2.07,0.0329,11.73,89.03,0.0,0.0
TOI-1260d,high,+65:51:16.381,10:28:35.0250,11.973,2459062.017406,0.001309,16.608164,8.3e-05,28.69,2.089662155942189,3.18,0.0425,35.69,89.14,0.0,0.0
TOI-1266c,high,+65:50:01.703,13:11:59.5602,12.951,2459122.3981,0.002,18.80171,0.00012,66.65,1.2979839823253243,2.19,0.0346,53.0,89.3,0.0,0.0
TOI-1268b,low,+62:18:19.605,13:13:33.4088,10.92,2458703.5895,0.0003,8.157728,5e-06,5.0,9.895977170210807,3.91,0.089,17.215,89.552,0.0,0.0
TOI-1272b,high,+49:51:39.739,13:16:47.1902,11.878,2458713.0253,0.0006,3.31599,2e-05,25.69,2.7340513670256836,1.57,0.048,11.23,86.67636925542497,0.338,123.6
TOI-1288b,low,+65:36:32.685,20:52:39.9782,10.44,2458712.3587,0.0002,2.699835,4e-06,16.03,2.7800791678173615,2.38,0.0476,8.5,88.3,0.064,139.0
TOI-1296b,low,+70:14:18.635,17:07:05.0183,11.37,2459092.4746,0.0002,3.9443728,4e-06,6.7,7.115898002393446,4.83,0.07599,6.44,88.81,0.055,137.0
TOI-1298b,low,+70:11:23.461,16:05:17.6072,11.89,2459101.99705,0.00027,4.5371453,5.8e-06,11.17,4.547546718217804,3.95,0.06119,9.0,88.96,0.032,130.0
TOI-1333b,medium,+48:24:24.525,21:40:03.5039,9.437,2458913.37033,0.00045,4.720219,1.1e-05,5.38,6.333425388934916,4.64,0.0745,6.98,85.7,0.073,105.0
TOI-1338b,high,-59:32:28.081,06:08:31.9675,11.975,2458342.15,0.8,95.174,0.031,28.57,1.914756512933812,5.88,0.04724,74.49,89.37,0.088,258.6
TOI-1411b,high,+47:03:24.609,15:31:46.8163,10.346,2458739.4762,0.0014,1.4520358,9.8e-06,117.77,0.4050446469667679,1.5,0.0181,7.16,87.43844152703117,0.0,0.0
TOI-1416b,high,+41:57:12.319,14:27:41.7655,9.98,2458739.4621,0.0008,1.0697568,2.8e-06,101.51,0.4234557672834392,1.51,0.01873,5.14,85.7,0.0,0.0
TOI-1422b,alert,+39:38:21.888,23:36:57.8896,10.62,2458745.9205,0.0012,12.9972,0.0006,26.52,1.537328546442051,4.37,0.0356,22.72,89.52,0.04,153.0
TOI-1431b,low,+55:35:16.509,21:04:48.8646,8.02,2458739.17737,7e-05,2.650237,3e-06,5.46,5.6706250575347505,2.49,0.07955,5.15,80.13,0.0022,108.0
TOI-1442b,high,+74:10:20.222,19:09:09.7936,15.066,2458683.4523,0.0003,0.4090677,3e-07,158.23,1.4452729448586947,0.63,0.0346,4.92,86.15410305420575,0.0,0.0
TOI-1452b,high,+73:11:43.537,19:20:41.7258,15.081,2458691.5321,0.0015,11.06201,2e-05,33.81,3.857129706342631,1.85,0.055587768438749185,47.33142323788856,89.77,0.0,0.0
TOI-1468b,high,+19:13:33.163,01:06:36.9754,13.32,2458765.68079,0.0007,1.8805136,2.4e-06,86.7,1.4176562643836876,1.07,0.0345,13.14,88.47,0.0,0.0
TOI-1468c,high,+19:13:33.163,01:06:36.9754,13.32,2458766.9269,0.0012,15.532482,3.4e-05,30.64,3.406057258584185,1.88,0.0557,53.69,89.335,0.0,0.0
TOI-1470b,alert,+61:12:49.056,00:40:21.2900,13.454,2458766.4702,0.0006,2.527093,4e-06,56.75,2.016017674675504,1.28,0.0426,13.05,87.42,0.0,0.0
TOI-1470c,high,+61:12:49.056,00:40:21.2900,13.454,2458772.176,0.003,18.08816,6e-05,34.97,2.697229126392341,2.7,0.0481,48.46,89.47,0.0,0.0
TOI-1478b,alert,-13:33:35.427,08:25:44.1070,10.72,2459045.65659,0.00017,10.1803074,5.6e-06,5.0,12.482739574703121,4.24,0.104,18.54,88.51,0.024,250.0
TOI-1516b,low,+69:30:13.455,22:40:20.2606,10.86,2458765.325,0.0001,2.056014,2e-06,5.0,18.1349535119212,2.92,0.1224,6.0658,90.0,0.0,0.0
TOI-1518b,low,+67:02:05.377,23:29:04.2246,8.95,2458806.075406,9.6e-05,1.9026144,1.6e-06,5.0,8.64402098867716,2.36,0.0988,4.1755,77.84,0.0,0.0
TOI-1601b,medium,+41:00:48.368,02:33:26.7468,10.66,2458990.55302,0.00081,5.331751,1.1e-05,9.33,4.1332965110927,6.35,0.05827,6.76,88.84,0.036,180.0
TOI-1670c,high,+72:09:40.173,17:16:04.1608,9.89,2458750.88286,0.00085,40.74976,2.2e-05,5.77,5.965202982601491,5.41,0.077,40.68,88.84,0.09,105.5
TOI-1680b,high,+65:58:27.727,19:29:15.2115,16.14,2459013.84254,0.00037,4.8026345,4e-06,54.19,5.035441406609592,1.19,0.0638,32.04,89.58,0.0,0.0
TOI-1685b,high,+43:02:14.689,04:34:22.4952,13.378,2458816.2255,0.0011,0.6691416,1.9e-06,129.57,1.0034060572585841,0.9,0.0291,5.41,85.59,0.0,0.0
TOI-1693b,high,+34:46:23.400,06:01:14.0317,12.79,2458817.6827,0.0014,1.7666957,5.4e-06,101.68,0.957378256466906,1.26,0.0281,10.55,88.37051647524578,0.0,0.0
TOI-1694b,low,+66:21:38.458,06:30:59.5710,11.45,2458817.2662,0.0004,3.770179,5.8e-05,11.46,4.556752278376139,2.86,0.061,10.206,88.17,0.0,0.0
TOI-1710b,high,+76:12:38.809,06:17:07.8623,9.54,2459031.23025,0.00042,24.283429,4.3e-05,10.22,3.1114793335174444,5.25,0.0506,34.2,89.6,0.16,17.0
TOI-1728b,low,+64:47:48.931,08:02:26.5503,12.397,2459087.67385,0.00032,3.491405,3.5e-06,11.14,6.5359477124183,1.91,0.074,13.48,88.31,0.057,45.0
TOI-1759b,high,+62:45:13.903,21:47:24.7901,11.434,2458745.4654,0.0011,18.85019,0.00013,17.19,2.8905458897173895,3.44,0.0483,42.97200567755518,89.72,0.0,0.0
TOI-1789b,low,+26:32:24.595,09:30:58.4266,9.72,2459383.83993,0.00028,3.2087183,3.3e-06,15.34,2.503912363067293,2.31,0.068,4.83,78.41,0.0,0.0
TOI-1807b,high,+38:55:20.946,13:25:07.9958,9.97,2457000.166,0.024,0.549372,7e-06,76.73,0.6443892110834943,0.97,0.0249,3.31,77.7,0.0,0.0
TOI-1811b,low,+27:12:51.922,12:35:41.4191,11.51,2459126.36846,0.00017,3.7130765,1.7e-06,5.0,17.812758906379454,1.95,0.13272,12.28,86.48,0.052,21.0
TOI-1820b,low,+27:27:07.725,12:30:44.7541,10.9,2458903.0638,0.0006,4.860674,5e-06,8.77,5.514130534843045,2.87,0.0777,8.7,84.4,0.043,9.0
TOI-1842b,high,+09:01:50.435,13:27:51.0619,9.81,2459402.4575,0.0026,9.5739,0.0002,11.09,3.1114793335174444,4.29,0.052,16.2,88.4,0.0,0.0
TOI-1859b,high,+69:31:22.531,18:39:19.5873,10.33,2458662.6558,0.0014,63.48347,0.0001,7.77,4.924974684709564,4.8,0.066,49.75,88.64,0.57,79.9
TOI-1860b,high,+64:02:49.941,15:05:49.9038,8.41,2458683.6041,0.0003,1.0662107,1.4e-06,212.42,0.17490564300837705,1.3,0.0129,4.71,81.57603393420024,0.0,0.0
TOI-1899b,high,+40:08:35.754,19:57:42.3954,14.88,2458711.9578,0.0012,29.02,0.36,8.83,46.561723280861635,4.71,0.194,56.22,89.77,0.118,347.0
TOI-1937Ab,low,-52:22:59.906,07:45:28.9826,13.246,2459085.91023,0.00012,0.94667944,4.7e-07,9.27,12.372272852803093,1.37,0.11874342087037917,3.85,77.0,0.0,0.0
TOI-2000c,low,-66:41:12.065,09:45:35.4863,10.98,2459110.06588,0.00027,9.127055,7.3e-06,9.5,4.713246801067845,3.66,0.06581,16.64,87.86,0.063,196.0
TOI-2018b,high,+29:12:22.227,15:19:21.1530,10.168,2458958.258,0.0013,7.435583,2.2e-05,31.99,1.2887784221669887,2.36,0.0335,21.12,88.52,0.0,0.0
TOI-2025b,low,+82:14:43.563,18:51:10.8387,11.6,2459089.53337,0.00025,8.8720982,7.7e-06,7.56,6.775292276535027,3.61,0.07469,13.12,88.65,0.394,91.8
TOI-2046b,low,+74:19:52.857,01:04:44.3624,11.55,2457792.2767,0.0024,1.4971842,3.1e-06,5.0,16.671269446745832,2.48,0.1213,4.6516,83.6,0.0,0.0
TOI-2048b,high,+52:18:22.731,15:51:41.8029,11.43,2458739.1174,0.012,13.79019,0.00065,74.6,0.6904170118751726,3.09,0.0239,32.9,89.41,0.0,0.0
TOI-2076b,ttvs,+39:47:25.543,14:29:34.2426,9.14,2458805.85425,0.00029,10.355489,3.2e-05,17.27,1.8503175918254624,3.33,0.0395,22.5,88.9,0.0,0.0
TOI-2076c,ttvs,+39:47:25.543,14:29:34.2426,9.14,2459274.08398,0.0008,21.01538,0.00084,16.59,1.8503175918254624,4.2,0.04164,30.5,88.74,0.0,0.0
TOI-2076d,ttvs,+39:47:25.543,14:29:34.2426,9.14,2458938.2915,0.0014,35.12537,0.00067,28.03,1.15990057995029,3.04,0.03848,43.0,88.778,0.0,0.0
TOI-2081b,high,+53:01:32.531,17:37:12.7357,13.369,2458685.8996,0.0029,10.50534,7e-05,51.19,1.8687287121421337,2.59,0.0396,30.3,89.34,0.0,0.0
TOI-2109b,low,+16:34:47.839,16:52:44.7202,10.22,2459378.45937,5.9e-05,0.67247414,3e-08,6.64,6.701647795268342,1.92,0.08155,2.268,70.74,0.0,0.0
TOI-2136b,high,+36:33:44.530,18:44:42.3658,14.161,2459017.7043,0.0009,7.851928,1.8e-05,29.45,4.1885298720427135,1.66,0.0591,35.75,89.4,0.0,0.0
TOI-2145b,high,+40:41:42.207,17:35:01.9467,9.06,2459023.54156,0.00071,10.26075,0.00083,14.93,1.9239620730921474,7.47,0.03996,8.65,88.1,0.208,93.0
TOI-2152Ab,low,+77:47:24.626,01:45:21.2186,11.44,2458927.6498,0.00023,3.3773512,6e-06,6.36,7.723464972843598,3.65,0.0816,6.76,86.42,0.057,96.0
TOI-2154b,low,+84:21:51.118,04:44:06.8691,11.07,2459148.60166,0.0011,3.8240801,2.5e-06,5.0,10.402282978919267,2.47,0.10693,7.91,83.37,0.117,31.0
TOI-2158b,high,+20:31:36.670,18:27:14.4611,10.89,2459018.9225,0.001,8.60077,3e-05,9.75,4.391052195526097,3.72,0.07,11.4,85.7,0.0,0.0
TOI-2194b,high,-31:20:07.141,19:56:37.0263,8.44,2459037.3678,0.0013,15.337597,0.001585,34.37,0.8377059744085428,3.4,0.0263,32.393,89.27,0.0,0.0
TOI-2207b,high,-44:53:15.025,20:30:23.1831,11.32,2459283.82747,0.00046,8.001968,2.4e-05,9.62,5.109085887876277,4.62,0.06536818798161687,13.62,88.84,0.0,0.0
TOI-2236b,medium,-86:58:47.752,01:20:39.9146,11.412,2459011.45704,0.00023,3.5315902,2.6e-06,7.43,6.9778146000184105,3.05,0.08373171442171717,6.84,83.58,0.0,0.0
TOI-2260b,high,+49:02:47.488,16:30:40.1197,10.47,2458928.239,0.0007,0.3524728,4.7e-06,218.31,0.26696124459173337,0.83,0.0165,2.32,70.61607104949928,0.0,0.0
TOI-2338b,high,-34:40:05.974,05:25:22.6519,12.48,2458458.7545,0.0008,22.65398,2e-05,5.62,11.856761483936298,3.76,0.098,32.3,89.52,0.676,12.6
TOI-2364b,medium,-05:00:43.067,05:56:31.1936,12.289,2459058.21396,0.00033,4.0197517,4.3e-06,7.2,9.822332688944122,2.78,0.08910667763978186,11.84,88.98,0.0,0.0
TOI-2411b,high,-08:42:04.981,01:23:41.5128,11.2,2459116.0139,0.001,0.7826942,3.7e-06,131.02,0.5339224891834667,1.35,0.0211,4.24,84.7224095524348,0.0,0.0
TOI-2421b,high,-35:23:27.248,02:12:36.9282,11.42,2458957.02765,0.00064,4.3474032,7.9e-06,13.23,3.4797017398508694,4.87,0.05430469592954185,6.67,86.49,0.0,0.0
TOI-2427b,high,-31:21:46.961,03:29:09.8334,10.29,2459169.6202,0.0004,1.3060011,1.02e-05,104.85,0.50630580870846,0.85,0.0242,6.38,82.16252023691571,0.0,0.0
TOI-2443b,high,+01:11:55.240,02:40:42.8731,9.509,2459148.0988,0.0007,15.669494,0.000926,20.39,1.5097118659670439,4.53,0.0347,26.293,89.38,0.0,0.0
TOI-2445b,high,+00:03:08.784,02:53:15.8181,15.688,2459144.5697,0.0004,0.3711281,5e-07,115.56,2.1909233176838807,0.56,0.0424,5.1,86.96527529344145,0.0,0.0
TOI-2459b,high,-39:22:23.226,05:28:34.2813,10.77,2458452.3342,0.0007,19.104718,2.3e-05,19.84,1.9791954340421614,3.25,0.04,44.432,89.59,0.0,0.0
TOI-2497b,high,+11:53:03.029,06:00:15.0079,9.55,2459109.19818,0.0011,10.655669,3.8e-05,14.34,2.163306637208874,7.92,0.04333,10.63,88.16,0.195,340.0
TOI-2498b,alert,+11:15:06.243,06:21:39.8931,11.2,2459204.4167,0.0001,3.738252,4e-06,28.17,1.8687287121421337,2.72,0.04,9.175800354718291,87.12,0.089,89.99
TOI-2567b,low,+66:20:52.434,19:13:51.8041,12.407,2459007.78085,0.00052,5.983944,1.3e-05,15.01,4.298996593942741,5.45,0.05947268280479703,8.64,88.3,0.0,0.0
TOI-2570b,low,+32:05:02.802,05:48:45.1374,12.652,2459393.14532,0.00021,2.9887615,2.2e-06,6.59,15.640246709012242,3.01,0.11419281938896159,8.13,87.73,0.0,0.0
TOI-2583Ab,low,+45:20:12.761,18:09:04.0755,12.616,2459216.01039,0.00036,4.5207265,4.9e-06,7.58,9.702660406885759,4.41,0.08977750274985377,8.31,88.16,0.0,0.0
TOI-2587Ab,high,-01:04:23.606,07:43:43.5877,11.54,2458950.09242,0.00076,5.45664,1.1e-05,11.9,4.234557672834391,4.17,0.06410928169929843,7.92,84.81,0.0,0.0
TOI-2641b,high,-42:43:55.551,11:24:31.3351,11.69,2459332.21332,0.00064,4.880974,2.3e-05,28.5,2.31980115990058,1.52,0.124,9.677,83.75,0.0,0.0
TOI-2803Ab,low,-23:29:33.168,06:12:27.5367,12.544,2459207.6864,0.00022,1.96229325,8.2e-07,6.65,21.642271932247077,3.09,0.13345411196362592,5.512,89.0,0.0,0.0
TOI-2818b,medium,-35:07:00.017,07:56:14.3640,11.962,2459023.44641,0.00025,4.039709,2.4e-06,5.47,15.575807787903894,3.8,0.1140175425099138,8.63,87.73,0.0,0.0
TOI-2842b,medium,-10:38:21.688,07:12:10.6061,12.598,2459172.17909,0.00077,3.5514058,7.7e-06,9.65,8.469115345668783,2.57,0.09311283477587824,8.07,84.42,0.0,0.0
TOI-2977b,low,-60:21:27.237,09:35:42.4094,12.531,2459373.83677,0.00029,2.3505614,2.5e-06,6.41,15.621835588695571,2.94,0.11247221879201992,6.806,89.19,0.0,0.0
TOI-3023b,low,-72:21:24.534,11:01:16.0250,12.24,2459071.1922,0.0003,3.9014971,3.1e-06,6.4,10.006443892110834,4.97,0.09027735042633894,6.53,88.9,0.0,0.0
TOI-3082b,high,-19:13:07.907,13:03:38.0728,13.05,2459309.1199,0.001,1.926907,0.000128,31.59,2.9549848108257386,1.71,0.0489,8.519,87.63,0.0,0.0
TOI-3235b,low,-46:03:58.454,13:49:53.9776,15.699,2459690.00173,4.5e-05,2.59261842,4.1e-07,13.81,94.90011967228206,1.48,0.2828,15.75,88.14,0.0,0.0
TOI-3331Ab,low,-34:06:25.551,18:05:17.7995,11.64,2459371.653,0.0002,2.0180231,4.3e-06,5.06,17.508975421154375,2.12,0.12485992151206887,7.09,85.4,0.0,0.0
TOI-3362b,alert,-56:50:35.342,10:23:56.2397,10.86,2458529.325,0.001,18.09547,3e-05,9.39,4.943385805026236,2.73,0.064,19.22,89.14,0.815,50.87
TOI-3364b,high,-49:20:07.018,09:38:09.1068,11.45,2459090.99481,0.0004,5.8768918,6.9e-06,6.74,7.603792690785234,4.64,0.07899367063252599,10.24,88.79,0.0,0.0
TOI-3629b,low,+39:18:51.304,23:59:10.1643,14.633,2458784.256,0.001,3.936551,5e-06,11.37,19.386909693454843,2.25,0.126,15.4,89.1,0.05,250.0
TOI-3688Ab,low,+54:51:04.551,02:37:07.7271,12.24,2459108.0507,0.0014,3.246075,1.2e-05,6.67,10.199760655435883,3.49,0.09219544457292887,7.53,87.9,0.0,0.0
TOI-3693b,medium,+51:18:14.340,01:02:37.0660,11.95,2458806.68164,0.00032,9.088516,2.6e-05,5.24,26.67771333885667,3.56,0.14608216865860116,22.13,89.57,0.0,0.0
TOI-3714b,low,+39:27:29.909,04:38:12.5354,15.274,2458840.5093,0.0004,2.154849,1e-06,12.04,51.37623124367118,1.64,0.204,11.5,88.7,0.03,100.0
TOI-3785b,low,+63:04:41.339,08:43:36.1519,14.668,2458861.49553,0.0006,4.6747373,3.8e-06,12.4,10.485133020344287,1.6,0.0962,18.89,88.1,0.11,96.26
TOI-3819b,low,+29:23:19.472,08:07:27.1889,12.516,2459502.7437,0.00038,3.2443141,5.5e-06,13.43,5.845530700543128,2.78,0.07829431652425353,6.43,82.79,0.0,0.0
TOI-3884b,campaign,+12:30:24.883,12:06:17.4370,15.852,2459642.86314,0.00012,4.5445697,9.4e-06,14.37,41.47104851330203,1.64,0.1808,25.01,90.1,0.0,0.0
TOI-3912b,low,+24:04:35.635,14:23:12.3501,12.398,2459442.81871,0.00037,3.4936264,3.8e-06,7.39,9.997238331952499,3.56,0.0940744386111339,7.16,85.64,0.0,0.0
TOI-3976Ab,low,+44:16:27.403,14:57:25.4706,12.318,2459011.15791,0.00077,6.607662,1.6e-05,10.88,6.407069870201601,4.52,0.07496665925596525,10.63,87.28,0.0,0.0
TOI-4010b,alert,+66:04:20.241,01:20:51.4586,12.413,2459007.549,0.001,1.348335,3e-06,56.7,1.3716284635920095,1.83,0.033,5.735790403843654,88.1,0.03,0.0
TOI-4010c,low,+66:04:20.241,01:20:51.4586,12.413,2459000.0523,0.0008,5.414654,7e-06,13.6,5.219552609776304,2.71,0.065,15.188594029523738,88.8,0.03,57.0
TOI-4010d,low,+66:04:20.241,01:20:51.4586,12.413,2458985.985,0.001,14.70886,3e-05,12.79,5.385252692626346,3.15,0.068,31.30986746853972,89.0,0.07,109.0
TOI-4087b,low,+83:22:21.579,14:31:42.3348,11.741,2459244.566414,9.3e-05,3.1774835,9.4e-07,5.32,13.72549019607843,2.98,0.10754068997360952,8.63,87.82,0.0,0.0
TOI-4137b,low,+70:23:27.931,05:10:27.0303,11.31,2458990.46651,0.00033,3.8016122,6.5e-06,6.09,8.2665930221854,3.43,0.08654478609367522,7.8,85.7,0.0,0.0
TOI-4145Ab,low,+80:16:02.791,02:37:43.0668,12.08,2458925.88211,0.00017,4.0664428,5.8e-06,5.39,19.156770689496454,2.1,0.14195069566578392,12.07,86.2,0.0,0.0
TOI-4308b,high,-43:33:44.480,21:51:00.8393,11.25,2458333.4284,0.0026,9.151201,3.6e-05,50.55,0.9297615759918991,2.83,0.0279,23.606,89.07,0.0,0.0
TOI-4342b,high,-77:58:43.510,21:37:32.8637,12.624,2458654.53559,0.00059,5.5382498,5.7e-06,45.12,1.4728896253337016,2.22,0.03491,18.97,89.13,0.0,0.0
TOI-4342c,high,-77:58:43.510,21:37:32.8637,12.624,2458659.34623,0.00096,10.688716,1.5e-05,37.39,1.6846175089754212,2.83,0.03719,29.4,89.63,0.0,0.0
TOI-4406b,alert,-56:55:31.690,01:12:11.5785,11.088,2458372.194,0.001,30.08364,5e-05,7.85,5.615391696584736,3.73,0.079,36.3,88.48,0.15,39.0
TOI-4463Ab,low,+18:43:47.043,18:37:25.9564,11.04,2459291.64004,0.00032,2.8807198,2.8e-06,5.0,11.157138911902788,1.86,0.11449890829173874,8.17,83.82,0.0,0.0
TOI-4479b,alert,+24:39:15.102,21:04:23.1618,15.2,2459420.7578,0.0013,1.1589,1e-05,53.57,4.464696676792783,1.07,0.062,7.8,86.36,0.0,0.0
TOI-4600b,high,+64:33:58.217,17:13:48.0698,12.673,2459750.1421,0.002,82.6869,0.0003,9.13,6.802908957010033,7.59,0.0769,100.61,89.76,0.25,260.0
TOI-4600c,high,+64:33:58.217,17:13:48.0698,12.673,2459751.6008,0.002,482.8191,0.0018,6.05,13.440117831170026,10.32,0.1067,311.36750462685507,89.9,0.21,142.0
TOI-4603b,high,+21:17:39.624,05:35:27.8228,9.2,2459549.126,0.0014,7.24599,0.00022,29.88,1.132283899475283,2.86,0.0391,6.97,80.21,0.325,20.4
TOI-4791b,high,-19:49:44.275,07:17:33.2272,11.471,2459237.59508,0.00036,4.28088,2.2e-05,7.76,7.0054312804934185,3.34,0.08093207028119323,8.46,85.55,0.0,0.0
TOI-5678b,high,-34:11:53.149,03:09:32.2118,11.44,2458424.7059,0.0035,47.73022,0.00014,15.38,2.8353125287673753,7.32,0.048,54.60019846350322,89.83,0.14,208.0
TOI-5704b,alert,+44:59:20.922,11:19:17.8993,12.41,2459610.7568,0.0008,3.771116,1.15e-05,27.42,1.9331676332504832,2.51,0.0389,11.695,88.94,0.0,0.0
TOI-5803b,high,+06:16:42.021,21:48:59.6545,10.66,2459802.7103,0.0004,5.38305,0.000207,27.34,1.8779342723004695,1.41,0.0393,28.596,89.3,0.0,0.0
TRAPPIST-1b,high,-05:02:29.031,23:06:29.3684,18.798,2457322.51736,0.0001,1.5108708,6e-07,58.91,10.043266132744177,0.61,0.0852,20.5,89.65,0.0,0.0
TRAPPIST-1c,high,-05:02:29.031,23:06:29.3684,18.798,2457282.80728,0.00019,2.4218233,1.7e-06,59.03,9.463315842769031,0.71,0.0829,28.08,89.67,0.0,0.0
TRAPPIST-1d,high,-05:02:29.031,23:06:29.3684,18.798,2457670.1417,0.0003,4.04961,6e-05,104.89,5.044646966767928,0.82,0.0606,39.5,89.75,0.0,0.0
TRAPPIST-1e,high,-05:02:29.031,23:06:29.3684,18.798,2457660.3786,0.0004,6.099615,1.1e-05,70.28,7.161925803185124,0.95,0.072,52.0,89.86,0.0,0.0
